,Job Title,Location,Date,Link,Job Attributes,Job Description
40,Product Owner,Walham,Apr 17,https://boston.craigslist.org/bmw/sof/d/waltham-product-owner/6868630352.html,"
compensation: Commensurate with experience.

employment type: full-time

","

QR Code Link to This Post



Are you a creative, open-minded problem solver with effective time management and communication skills? As a product owner, you will use your experience working with IT product management and business stakeholders to ensure solutions effectively address corresponding needs. In this highly collaborative position, you will strategize the best approaches to help move projects from concept to successful rollout.  


Key responsibilities

Prioritizing development team backlog based on project/application understanding and imminent business need 
Maintaining accurate and up-to-date records of changing business requests for all IT products, business owners, and departments supported 
Researching and developing project overview statements 
Defining up-to-date product roadmaps aligning with an evolving marketplace, technical trends, and efficiencies 
Working closely with the Project Management Office to ensure project requests are accurately represented and the product’s future direction is understood
Researching and documenting new project ideas; updating changing priorities accordingly
Logging user feedback and responding in a timely manner
Coordinating and facilitating end-user/business testing
Providing and recording user story details for Scrum team project planning
Working as point of contact to translate business requests into technical requests 
Presenting new product enhancements and identifying areas for improvement 
Serving as an IT liaison between the business and technology 

Core strengths

3+ years of hands-on business experience as a product owner, strategist, or project manager 
Familiarity with Scrum/Agile development methodologies
Persuasive and insightful product strategy
Knowledge of Microsoft Team Foundation Server (TFS), Visual Studio Team Services (VSTS), and/or Azure DevOps
Office 365 cloud platform tool familiarity a plus
Strong conceptual, analytical, and strategic thinking skills
Strong multitasking skills
Exceptionally detail oriented 
Strong written and verbal communication skills 
Able to work effectively and collaboratively with all levels of the organization 


Have we piqued your curiosity? Can you see yourself thriving in this opportunity? Let's introduce ourselves.


About Commonwealth--and Our Anything but Common® Culture


Commonwealth Financial Network® is the largest privately held Registered Investment Adviser-independent broker/dealer in the U.S., with offices in Waltham, Massachusetts, and San Diego, California. Since 1979, we've been delivering indispensable service to independent financial professionals so they, in turn, can put their clients first. Our technology, research, resources, and support--plus a variety of affiliation models--deliver what today's independent advisors need to thrive.


That being said, we are a financial services company with a unique mission--one that encompasses purpose, vision, and core values in equal measure. Staying true to these guiding principles is the reason we are recognized so often and by so many for the quality of life we enjoy here. We believe it directly translates to a better experience for everyone: employees, advisors, clients, and our communities.


Creating a supportive culture where everyone can thrive is a mission we take seriously. From professional development to comprehensive benefits, grassroots leadership opportunities, generous bonus and stock option incentive plans, opportunities to unwind and connect, and so much more, Commonwealth is not just a great place to work--it's a place that, for many, feels like home.


Commonwealth Financial Network® is an equal opportunity employer that is committed to a diverse workforce.
"
41,Sr. Software Developer (Java & Oracle),Back Bay,Apr 16,https://boston.craigslist.org/gbs/sof/d/brighton-sr-software-developer-java/6868261679.html,"
compensation: DOE

employment type: employee's choice

","

QR Code Link to This Post


We are a consulting firm looking for a Sr. Software Developer (Java & Oracle) working with our client in their Boston Office located at Copley Square. 

You will have a chance working with a talent engineering team on their multi-generation platforms which have millions of users aboard. The technical stack is: Java, Spring, Oracle and Restful API, AWS, NOSQL.

Requirements for you:
1) 8+ years daily hands-on experience on Java and SQL
2) Eager to learn new technology like AWS and NOSQL though you might not have experience on it
3) 5+ years experience of building and maintaining large scale high performance applications or/and platforms
4) Great communication skill
5) Local candidate ONLY

We are open to Corp-2-Corp.    "
42,Draftsman for Scaffold Projects,Medford/Malden/Somerville,Apr 16,https://boston.craigslist.org/gbs/sof/d/somerville-draftsman-for-scaffold/6867991490.html,"
compensation: Your fee.

employment type: contract

","

QR Code Link to This Post


Draftsman for drawing scaffolding projects.  Can you draw scaffolding?  Cad or similar.  Your fee. 
 Please call 671 776 2813.    "
43,Senior Software Engineer,Boston,Apr 16,https://boston.craigslist.org/gbs/sof/d/boston-senior-software-engineer/6867811047.html,N/A,"

QR Code Link to This Post


Senior Software Engineer$140-160K DOEA leading provider of market data and insights is looking for a Senior Data Engineer to join their team. This is a great opportunity to join a small, stable and growing company as they look to build out their engineering team. This is a great opportunity to wear a lot of hats, expand your skillset, and work cross-functionally across the organization. What you?ll be doing:Support and evolve data pipelines by providing additional functionalityMentor team members on best practices, design, secure coding etcImplement complex models on large data setsProcess Terabytes of dataYour experience:5+ years of experience in PythonAdvances SQL knowledge (MSSQL, PostgreSQL, Redshift SQL)Experience with AWSFamiliarity with the Hadoop InfrastructureIn exchange for your hard work, you?ll receive:Competitive salaryBonus structureFull health/dental coverageGenerous PTO401KTuition reimbursementFree on-site fitness centerAnd much more!Find Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
44,Software Development Engineer I,"Waltham, MA",Apr 16,https://boston.craigslist.org/bmw/sof/d/waltham-software-development-engineer/6867728197.html,"
compensation: DOE + benefits

employment type: full-time

","

QR Code Link to This Post


Yardi Systems is currently seeking a full time, highly motivated Software Development Engineer I to join their growing team in Waltham, MA! 

In response to continued demand for our services, Yardi Resident Screening is looking for a Software Development Engineer to join our team in Waltham, MA.  Reporting to the Director of Information Technology, you will be a core member of our software development team.   You will leverage your analytical problem solving skills to support and enhance our Linux and web based systems utilizing your solid Java programming skills, database skills and knowledge of open source tools. 

RESPONSIBILITIES
•	Perform development tasks including programming, unit testing, and database design.
•	Contribute to integration and general system regression testing.
•	Participate on installs and provide on-going production support.

EDUCATION/ESSENTIAL SKILLS/ EXPERIENCE/REQUIREMENTS
•	BS or MS Degree in Computer Science, Systems Engineering or related field.
•	2+ years' experience in Software Development.
•	Interest to contribute to systems architectural improvements.
•	Excellent verbal and written communication skills as well as being a team player.
•	1+ years of experience working on multi-tiered web application architecture.
•	1+ years supporting and developing production systems using Linux, Java, XML , JAXB, JSP, JavaScript, JQuery, Tomcat, web services.
•	Good relational databases skill using PostgreSQL or Oracle with JDBC, SQL, Hibernate.
•	Experience with Eclipse IDE and use of source repositories.
•	Experience with 3rd Party API Integration (web services,...)
•	Solid object oriented skills and conceptual understanding.
•	Understanding of the product development lifecycle through design, development, testing, rollout, and support.
•	Ability to understand and document business requirements.
•	Ability to work with multi-site and off-shore development teams.
•	Availability for occasional night, weekend, and holiday work assignments.


PLEASE APPLY TO: http://www.yardi.com/about-us/career-opportunities/?jobRequested=11367

Yardi Systems is a successful independent software company with a proven history of growth and market leadership in the multi-billion dollar global commercial real estate industry. We employ talented, motivated and innovative people that are focused on delivering superior solutions to our clients and are passionate about working with other highly skilled professionals in team environments.

If you are seeking an opportunity to join a winning team, work with the latest Microsoft technologies and develop your career, then Yardi Systems is the place for you. We have a pleasant and casual work environment, competitive salaries, and a comprehensive benefits package. Our corporate culture stresses integrity, respect, trust, responsibility, and fun.

EOE Race/Gender/Disability/Vets

"
45,IT Solutions Consultant,"Peabody, MA",Apr 16,https://boston.craigslist.org/nos/sof/d/peabody-it-solutions-consultant/6867689893.html,"
compensation: $95-$105K/yr.

employment type: full-time

","

QR Code Link to This Post


IT Solutions Consultant

Our client, located north of Boston is an innovative and well established Technology Consultancy and due to recent growth is looking to add a dynamic IT Solutions Consultant to their team.

What you will be doing:

Onsite and remote support of our customer’s IT operations
LAN/WAN design, implementation, support
Physical/Virtual Server implementation and support
Firewall and switch configuration
Backup and recovery of infrastructure
Maintaining IT Infrastructure operations either hosted or on premise
Patch management, antivirus updates, load balancing, disk cleanup etc.
Availability during both regular business hours and after hours as required. There is also an on-call requirement on a rotational basis.




What you will need:



Bachelor’s Degree or equivalent work history.
Minimum of 5 years of prior work experience in a similar role.
Experience with virtualization either VMWare or Hyper V required.
Ideal candidates will demonstrate a deep understanding in most of the following:
Windows Server version 2008 or higher
Windows Active Directory and domain administration
VMware ESX(i) and vSphere (Version 6 or higher) or Microsoft Hyper V
Microsoft Exchange (Version 2012 or higher)
Microsoft Office 365 solutions and migration
DNS (domain name system) services, administration and routing protocols
LAN/WAN concepts and implementation skills
SAN/NAS maintenance and administration
Firewall/router configuration and maintenance
Microsoft, Cisco or VMWare certification is desired.
Ability for daily commute to customer sites, predominately North of Boston.


Send resume to Desmond Nugent at dnugent@careertransllc.com    "
46,Entry Level Software Tester,Nahsua NH,Apr 15,https://boston.craigslist.org/nwb/sof/d/nashua-entry-level-software-tester/6867089867.html,"
compensation: $12/hr

employment type: full-time

","

QR Code Link to This Post


CALLING ON ALL COMPUTER GEEKS - MULTIPLE POSITIONS AVAILABLE!
THIS COULD BE THE START OF A SOFTWARE CAREER!!

Our Client is a great software development company and they have asked Express Employment Professionals to recruit several Software Testers. These entry-level positions will ensure that the software is thoroughly verified (QA) before it is released to the outside world.
THIS IS NOT A REMOTE POSITION.

The ideal candidates will have a very good knowledge of one or several operating systems, such as Windows, Linux or MacOS. 

Game testers / developers, be sure to apply.

This is an evaluation-hire (temp-to-perm) position.

The hours are M-F 9a-6pm. 

The pay is $12/hr.

If interested, please respond to this ad or call 978-256-1101 to schedule an interview.

Express Employment Professionals
229 Billerica Rd
Chelmsford MA 01824

2356/MTC software testing, debug, quality control, IT, Nashua    "
47,Seeking Perl & Search engine expert,Gramercy,Apr 14,https://boston.craigslist.org/gbs/sof/d/new-york-city-seeking-perl-search/6866456942.html,"
compensation: 50-100$ hour

employment type: contract

telecommuting okay

","

QR Code Link to This Post


Seeking PERL text processing expert (regex) for consulting on development project. Candidate should be fluent with the range of PERL features and libraries (CPAN) applicable for processing dynamically generated lists of regular expressions applying them to queues of reference documents. The ideal candidate is experienced in up-to-date search-related techniques including those for extracting plain text from web documents (syntax and pattern recognition, munging, etc.) and custom browser implementations.    "
48,C# .Net Developer INTERN,Newburyport,Apr 12,https://boston.craigslist.org/nos/sof/d/newburyport-net-developer-intern/6864456072.html,"
compensation: paid

employment type: contract

internship

","

QR Code Link to This Post


What's the best book that you read last year? Maybe it was an inspirational love story, or an epic fantasy packed with swords and sorcery, or perhaps a modern-day thriller that you couldn't put down. No matter the genre, there's a good chance that it began its publication life in our Title Management software, used by the biggest names in the publishing industry. From the time a deal is signed to the day of publication and beyond, Firebrand Technologies is an integral part of the publishing process and has been for over 30 years.

We know that finding the right internship or your first professional development job after college can be a stressful process, and there is opportunity everywhere. Like many other software companies we offer a casual office, a friendly atmosphere, and regular social events to help your first professional gig feel as relaxed as possible, but what you won’t find elsewhere is a group of people who are more passionate about what they do. We love our customers and their products, and their success is our success at every level.

When we add to our team, whether it’s for a summer internship or a permanent position, we're looking for more than just a software whiz who can pound out code every day. We're looking for somebody who is as devoted to their work as we are, and who will help elevate us to the next level. We want you to find holes in our processes, introduce us to your favorite technologies, and show us what we can do better. We will never rest on our accomplishments and will always push ourselves further. Not only is it what our customers deserve, it's what makes us firebrands.

A development internship at Firebrand includes: 
●	Making real contributions to a project using multiple technologies
●	Participating in agile planning sessions using Jira
●	Interacting with various departments, which may include our architecture, support, QA, and release operations teams
●	Documenting useful practices and tools to share with the team

Your qualifications: 
●	Bachelor’s degree candidate
●	Experience with C# .Net and SQL Server
●	Knowledge of or experience with MVC frameworks
●	Excellent written and verbal communication
●	Knowledge of web services and protocols, REST API design, PHP, and the Symfony framework are helpful but not required

You will be working out of our office in beautiful Newburyport, MA.

To apply for this internship please send a cover letter and resume.

No agency responses, please.

Our company is committed to equal employment opportunity. We will not discriminate against employees or applicants for employment on any legally-recognized basis [""protected class""] including but not limited to: veteran status, uniform service member status, race, color, religion, sex, national origin, age, physical or mental disability, genetic information or any other protected class under federal, state or local law.


"
49,"Manager, IT Security",Walham,Apr 11,https://boston.craigslist.org/bmw/sof/d/waltham-manager-it-security/6863907880.html,"
compensation: Commensurate with experience.

employment type: full-time

","

QR Code Link to This Post



As our manager of IT security, you will be a key contributor in leveraging our security technologies and enhancing processes and procedures in collaboration with our strategic security and infrastructure partner. You will be responsible for discovering, evaluating, and delivering security technologies to protect all sensitive information, as well as implementing a robust set of security controls. Our ideal candidate is a technologist who will provide technical knowledge and analysis regarding applications, operating systems, vendor risk management, incident response, security awareness, and training.


Key responsibilities

Establishing and maintaining a strategically sound, company-wide information and cybersecurity program to ensure that IT assets and information are adequately protected; overseeing and coordinating all cybersecurity efforts and ensuring consistency with the regulatory and compliance requirements that govern cybersecurity
Developing and managing information systems for cybersecurity, including disaster recovery, database protection, and software implementation and development
Ensuring that all applications and data are functional and secure
Updating and delivering information security standards, best practices, architecture, and systems (storage, networking, endpoints, e-mail, SAS systems, cloud hosting, etc.) to ensure information systems security across the enterprise 
Performing vulnerability scanning and penetration testing on internal systems (firewalls, servers, endpoints, etc.)
Mitigating vulnerabilities (viruses, Trojans, malware, etc.) and strengthening the firm as required 
Overseeing and managing audit-finding remediation, including generating requirements for full remediation, providing feedback and suggestions on managerial responses to findings, tracking progress, and providing status updates 
Monitoring emerging technology trends and conducting proof-of-concept experiments with new and emerging technology
Working with team members and strategic partners to develop advanced detection and monitoring capabilities for incident management, response planning, and reaction to events
Playing a key role in our deployment of Azure and Office 365
Monitoring compliance with the organization’s information security policies and procedures among employees, contractors, and other third parties

Core strengths

Bachelor’s degree in computer science, information technology, or related IT field—or equivalent combination of relevant experience and skills
5 years of related experience in an IT security role, ideally demonstrating a combination of hands-on and managerial responsibilities covering security policies, tools, and operations
Well versed in compliance and security standards and guidelines, including SOX, NIST, and CIS
Extensive hands-on knowledge of security controls and technologies, including SIEM, DLP, IPS, and firewalls
Experience working with security vendors and strategic partners 
Experience creating and updating relevant security policies, controls, and risk assessment documentation
Experience working with security software, documentation, software testing, software maintenance, and the software development process a must
Experience managing security programs in a highly regulated environment 
Up-to-date knowledge of tools and best practices in advanced, persistent threats; tools, techniques, and procedures of attackers; and related forensics and incident response
Strong analytical, prioritizing, problem-solving, project management (from conception to completion), and planning skills
Strong interpersonal, presentation, and communication skills—both written and verbal
Demonstrated collaborative skills and ability to work well in a fast-paced, dynamic environment
Self-motivated with critical attention to detail, deadlines, and reporting
Quick and motivated learner; enthusiastic about continuing to develop cybersecurity skills


Have we piqued your curiosity? Can you see yourself thriving in this opportunity? Let's introduce ourselves.


About Commonwealth--and Our Anything but Common® Culture


Commonwealth Financial Network® is the largest privately held Registered Investment Adviser-independent broker/dealer in the U.S., with offices in Waltham, Massachusetts, and San Diego, California. Since 1979, we've been delivering indispensable service to independent financial professionals so they, in turn, can put their clients first. Our technology, research, resources, and support--plus a variety of affiliation models--deliver what today's independent advisors need to thrive.


That being said, we are a financial services company with a unique mission--one that encompasses purpose, vision, and core values in equal measure. Staying true to these guiding principles is the reason we are recognized so often and by so many for the quality of life we enjoy here. We believe it directly translates to a better experience for everyone: employees, advisors, clients, and our communities.


Creating a supportive culture where everyone can thrive is a mission we take seriously. From professional development to comprehensive benefits, grassroots leadership opportunities, generous bonus and stock option incentive plans, opportunities to unwind and connect, and so much more, Commonwealth is not just a great place to work--it's a place that, for many, feels like home.


Commonwealth Financial Network® is an equal opportunity employer that is committed to a diverse workforce.
"
50,Business Analyst,Boston,Apr 10,https://boston.craigslist.org/gbs/sof/d/boston-business-analyst/6863250491.html,"
employment type: full-time

","

QR Code Link to This Post


Business Analyst ? Boston, MA    -    $85,000/yearOne of Boston?s most well respected employer?s is looking for a Business Analyst with experience in ERP Systems and the Implementations of such systems, to join their fast growing team.  As a business analyst you will be responsible for identifying and analyzing business operations and processes to provide recommendations for improvement to senior management.  An ideal candidate will have a business analytics degree or equivalent experience.RESPONSIBILITIES:Work with senior leadership to understand and uncover potential gaps in business processes and operationsProvide pricing and cost analysis recommendations to help maximize internal ERP implementationPerform market research of competitors and present learnings throughout the organizationPerform statistical analysis of sales process and make recommendationsUncover additional opportunities for data and statistical analysis within the organizationQUALIFICATIONS:A degree in business analytics, finance, mathematics, computer science, statistics, or data science2+ years of experience in business analytics or business intelligenceStrong understanding of ERP Systems (Oracle, Workday, Dynamics, or similar) preferred, but not requiredDemonstrate a high degree of self-motivation and work well within an individual and team environmentExcellent organizational, analytical, communication, written, and presentation skillsDesire to work in a fast-paced start-up environmentIN EXCHANGE FOR YOUR HARD WORK THIS FIRM OFFERS:Comprehensive health benefits through Blue Cross Blue ShieldFlex Spending AccountDental, Vision, Life and Disability Insurance401KGenerous PTO and Holiday ScheduleAnd much, much, more!Find Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
51,GAN coder + architect,wherever you are,Apr 10,https://boston.craigslist.org/gbs/sof/d/cambridge-gan-coder-architect/6862781080.html,"
compensation: whatever makes sense

employment type: employee's choice

telecommuting okay

","

QR Code Link to This Post


Looking for programmer to architect and code a GAN and related tech.  Ideal person is a maker who wants to make cool software and has experience with ML/AI.  

Huge opportunity.    "
52,Become DevOps Engineer and earn $80K+ in as little as 6 months,ONLINE,Apr 10,https://boston.craigslist.org/gbs/sof/d/vienna-become-devops-engineer-and-earn/6862761519.html,"
compensation: $80000

employment type: employee's choice

","

QR Code Link to This Post


ZiyoTek School has transformed many lives for better through our 6-month Linux+DevOps program. We are excited to announce that we are adding DevOps Course and RHCSA certification at no charge, which will make students more competitive.

Over 80% of our students have no prior IT background, yet vast majority of alumni land a job in 3-6 months after they start applying. Our ultimate goal is to reach 100% Student Employment. We promise to work with every student until he/she gets a job.Upon successful completion of the course we will provide Resume Building, Interview Preparation and Job Placement Assistance.

Linux+DevOps course - you will get more than 300 hours of in-depth training and learn from experienced instructors.By the end of the program, our students are Red Hat Certified who have practiced on real work environment and worked on real world projects.

Our alumni work in companies such as Chicago Merchantile Exchange, George Mason University, Deloitte, Jack Henry, Next Vortex, Zelle, Cox Communications, Discovery Channel, etc.

Want to learn more about the program? 
Sign up for Info Event for:
Sun, April 28, 2019 (here https://ziyotek-boston-apr28-2019.eventbrite.com) 

Come and learn a lot about our program:
> GET HUGE DISCOUNTS; 
> meet instructors; 
> talk to our alumni;


DATE AND TIME

Sun, April 28, 2019
10:30 AM – 12:30 PM EDT


LOCATION:

Best Western Adams Inn
29 Hancock Street
Quincy, MA 02171


TRANSPORTATION:
Parking - free 

CONTACTS:
Contact us at ziyotek@ziyotek.com
Call us at 202 630 0504
Visit us at https://www.ziyotek.com

-------------------------
Ready to register for our next 6 month class starting May 21, 2019?
Start here https://www.ziyotek.com/enroll "
53,Summer DevOps Internship,N/A,May  3,https://worcester.craigslist.org/sof/d/southborough-summer-devops-internship/6880467247.html,"
compensation: $15/Hr - 40 hours a week

employment type: full-time

internship

","

QR Code Link to This Post


Job Title: DevOps Engineer Intern

Location(s): Westborough, MA

QPAIR is hiring!
QPAIR is a Cloud Operations Company and we are looking to hire summer interns.
Interns will have an opportunity to learn from our expert DevOps engineers and a chance to work with a team of skilled DevOps engineers and software developers, assisting in building features for our CI/CD environment. The interns will be part of an Agile development team learning and following our SDLC and exposed to the latest techniques of building and deploying software into a Cloud environment.

Internship will be for 3-4 months working 40 hours a week.  

Desired Skills:

Amazon AWS

Bash / Python / Boto3

Jenkins

AWS services and CLI

Linux and Mac OS

GitHub

Docker

QPAIR is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, or veteran status or any other characteristics protected by applicable law. QPAIR is committed to a culturally diverse workforce.
"
54,"Medical Equipment Inspection, Troubleshooting and Basic Repair",N/A,May  4,https://southcoast.craigslist.org/sof/d/new-bedford-medical-equipment/6881546089.html,"
compensation: $600/week

employment type: full-time

","

QR Code Link to This Post


BMET: Medical Device Inspection / Biomedical Equipment Analysis.

Medical Equipment Dynamics (MED) is a fast growing business based in New Bedford, MA. We buy idle, decommissioned capital medical equipment to resell. The company sells new, refurbished, used and parts models. More info at https://MED.equipment


Medical Equipment Inspection, Troubleshooting and Basic Repair

Responsibilities:

    Assess and perform basic testing of a wide variety of pre-owned medical equipment
    Document various details such as data, configurations, parameters, software rev, options included, part numbers and other model specific information
    Determine what parts and accessories should be ordered
    Replaces parts and perform basic repairs as applicable
    Deciphering particular variables within a specific model
    Will assure accurate database entry with a high attention to detail

Requirements:

    Strong demonstrable technical troubleshooting ability
    Basic working knowledge of electronics
    Ability to to perform basic inspection of electronic devices
    Able to troubleshoot and problem-solve equipment and its operation
    Able to work independently
    Good documentation skills
    Computer skills

Qualifications:

    High school diploma, GED or equivalent. Some college or Associate's Degree preferred
    Research driven, investigative technical skills    "
55,Database Architect,N/A,May  5,https://capecod.craigslist.org/sof/d/woods-hole-database-architect/6881861456.html,"
compensation: Commensurate with experience and qualifications.

employment type: full-time

","

QR Code Link to This Post


Integrated Statistics is looking for a Database Architect to work in support of the National Oceanic and Atmospheric Administration (NOAA) National Marine Fisheries Service (NMFS) Northeast Fisheries Science Center (NEFSC).  The Northeast Fisheries Science Center (NEFSC) is the research arm of NMFS in the region, planning, developing, and managing a multidisciplinary program of basic and applied research to better understand living marine resources of the Northeast Continental Shelf Ecosystem from the Gulf of Maine to Cape Hatteras, and the habitat quality essential for their existence and continued productivity, and to describe and provide to management, industry, and the public, options for the conservation and utilization of living marine resources, and for the restoration and maintenance of marine environmental quality.

Tasks
The Data Architect will assist the Data Management Systems (DMS) division, which provides IT support services to the Science Center. The Database Architect will work closely and cooperatively with federal system programmers and application developers to develop and analyze program requirements, and prepare documentation and specifications.

The Database Architect will be responsible for:

    Database architecture, design, and modeling.
    Maintaining and extending database capabilities to meet business users needs and NMFS standards and best practices.
    Data Modeling for project specific generation of database and application design documentation.
    Documenting logical and physical data models and associated entity relationship diagrams.

Qualifications
The Database Architect must:

    Demonstrate proficiency and extensive knowledge of Oracle database systems.
    Possess demonstrated, strong programming and development skills using PL/SQL (package, procedures, functions, triggers) and batch coding skills.
    Have experience in code migration, database change management, and data management in multiple environments and different stages of the development life cycle.
    Possess the ability to handle multiple projects and deadlines with flexibility between tasks.
    Be capable of working as part of a team to define and refine user requirements.
    Have a track record of ensuring performance, security, integrity, and availability of databases.
    Be able to support application development through integrated project work group meetings, data modeling, code reviews, and system reviews for quality and performance.
    Demonstrate ability to work with management and developers in providing quick resolutions during critical production issues with performance related resolutions.
    Possess expert level knowledge and experience in data modeling and database design across all phases of data modeling, from conceptualization to database optimization.
    Provides database support by coding utilities, responding to user questions, and resolving problems.
    Emphasize methodology, modeling, and governance while being technologically and politically neutral.
    Be proficient in logical and physical modeling using tools such as SQLDeveloper Data Modeler, ERWin, or other data system modeling.
    Possess a thorough understanding of data normalization.
    Demonstrate proficient in Agile/Scrum methodology, and be familiar with project management software (e.g.,JIRA by Atlassian).
    Be able toanalyze database performance and positively affect systems via indexing and other methods.
    Have experience in configuration and deployment of development, test and production environments.
    Be proficient in designing and implementing data access security via roles or other methods.
    Be able to implement and integrate data security standards set by the NOAA/NMFS/Office of the Chief Information Officer (OCIO) and implemented by NEFSC’s DMS Division.
    Possess advanced experience in mapping the systems and interfaces used to manage data, set standards for data management, analyze current state and conceives desired future state, and conceive projects needed to close the gap between current state and future goals.
    Have a track record of implementing the system development life cycle; software project management approaches; and requirements, design, and test techniques.
    Demonstrate advanced knowledge and skills necessary to develop and adhere to database standards in design and implementation, and to conceptualize and influence application and interface projects.
    Be able to analyze database performance and positively affect systems via indexing and other tuning methods.

The position is full-time, and the rate of pay is commensurate with experience and qualifications. The position is eligible for the benefits described on the Integrated Statistics website. The Database Architect is expected to work on-site in Woods Hole, MA. To apply for this position, go to https://jobs.intstats.com/JobDetails.jsp?jobListingId=187 or visit www.integratedstatistics.com, click Employment Opportunities, click the job name and click the Apply Here link. 

Integrated Statistics is an equal opportunity employer and will not discriminate against any employee or applicant on the basis of age, color, disability, gender, national origin, race, religion, gender identity, sexual orientation, veteran status, or any classification protected by federal, state, or local law. Consistent with its obligations under federal law, Integrated Statistics is committed to taking affirmative action to employ and advance in employment qualified women, minorities, disabled individuals, special disabled veterans, veterans of the Vietnam era, and other eligible veterans. For assistance with accessibility of applications, posters, forms, and/or documents, please email the Integrated Statistics office.    "
56,Software Engineer,N/A,Apr 11,https://capecod.craigslist.org/sof/d/east-falmouth-software-engineer/6863684993.html,"
compensation: Dependent on candidate’s qualifications and experience

employment type: full-time

","

QR Code Link to This Post


Job Description: 
McLane Research Laboratories, Inc. (www.mclanelabs.com) designs, manufactures, and sells reliable, autonomous, time-series and interactive sampling instruments for physical and biogeochemical ocean research and environmental monitoring  

This position is an early to mid-career software engineering position, adding to our current staff.  The candidate will spend significant time on current and new projects working on embedded programming, embedded firmware and application software QA, UI / UX development and third-party sensor integration and testing. Ability to write efficient code for data acquisition, serial communications, digital control, low-level device drivers and user interfaces is important. 

Level of hire is dependent on candidate’s qualifications and experience.  Specific position qualifications and experience for the ideal candidate should include:
•	BS degree in engineering or other post high school education/or equivalent is preferred.  
•	Proficiency with:
-	C# (Entity framework, MVC, WebAPI, OWIN, SignalR, WPF)
-	C++ (MFC)
-	C
-	UI frameworks (JQuery, Bootstrap, NodeJS)
-	Python (Flask, WSGI)
-	Windows, MacOS and Unix/Linux operating systems
-	Serial protocols (UART, SPI, I2C,  RS232)
-	Revision control and code documentation
-	Experience with MATLAB, LabVIEW, Networking desirable

•	Excellent written communication skills with the ability to create comprehensive documentation and technical support documents related to software release, installation and operation. 
•	Basic electronics and troubleshooting skills. Must be able to use standard electronic equipment such as multi-meter, power supply, oscilloscope and/or other electronic test equipment.  More advanced electrical engineering skills are desirable. 
•	Familiarity with Persistor Instruments CF2 controllers, Atmel Microcontrollers, Kinetis Microcontrollers, and Single Board Computers is a plus. 

This position will be based in our East Falmouth, MA facility, which is a smoke-free work environment.  This is a full-time position with a competitive benefits package.  Equal Opportunity Employer (EOE). Travel may be required. 

Candidate must be legally authorized to work in the United States. 

"
57,Business Analyst - UCONN,N/A,Apr 25,https://hartford.craigslist.org/sof/d/putnam-business-analyst-uconn/6874669025.html,"
compensation: $50-65/hr

employment type: contract

","

QR Code Link to This Post


UCONN has an opening for a solid Business Analyst capable of collaborating with both the functional and technical teams to work on-site at the UCONN campus in Storrs, CT.  The position is for one year.  Local candidates are preferred as they will have a face-to-face interview in Storrs.  

Requirements: 
•         Experience with data marts/data warehouses
•         HR knowledge (preferable PeopleSoft but not required)
•         Payroll Knowledge (preferable PeopleSoft but not required)
•         Not a PeopleSoft Developer
"
